duration,movie_image_url,movie_intro,movie_url,rank,rating,rating_count,release_date,subject,title
141,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,　　弗兰克（莱昂纳多·迪卡普里奥 Leonardo DiCaprio饰）是FBI有史以来年龄最小的通缉犯。他的犯罪手段神通广大，伪装身份的能力超乎常人，全美各地几乎都留下他的犯罪足迹。乔装医生、律师、飞行员，统统都是他曾经的身份。当然，弗兰克凭着这个“本领”，骗取了高达几百万的金额。,https://movie.douban.com/subject/1305487/,43,9.1,1032852人评价,"2003-04-11(中国大陆),2002-12-16(洛杉矶首映),2002-12-25(美国)",骗子大师和执著警探的你追我跑故事。 ,猫鼠游戏
132,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg,　　民国年间，花钱捐得县长的马邦德（葛优 饰）携妻（刘嘉玲 饰）及随从走马上任。途经南国某地，遭劫匪张麻子（姜文 饰）一伙伏击，随从尽死，只夫妻二人侥幸活命。马为保命，谎称自己是县长的汤 师爷。为汤师爷许下的财富所动，张麻子摇身一变化身县长，带着手下赶赴鹅城上任。有道是天高皇帝远，鹅城地处偏僻，一方霸主黄四郎（周润发 饰）只手遮天，全然不将这个新来的县长放在眼里。张麻子痛打了黄的武教头（姜武 饰），黄则设计害死张的义子小六（张默 饰）。原本只想赚钱的马邦德，怎么也想不到竟会被卷入这场土匪和恶霸的角力之中。鹅城上空愁云密布，血雨腥风在所难免……,https://movie.douban.com/subject/3742360/,41,9.0,1709156人评价,2010-12-16(中国大陆),你给我翻译翻译，神马叫做TMD的惊喜。,让子弹飞
161,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2401676338.jpg,　　马哈维亚（阿米尔·汗 Aamir Khan 饰）曾经是一名前途无量的摔跤运动员，在放弃了职业生涯后，他最大的遗憾就是没有能够替国家赢得金牌。马哈维亚将这份希望寄托在了尚未出生的儿子身上，哪知道妻子接连给他生了两个女儿，取名吉塔（法缇玛·萨那·纱卡 Fatima Sana Shaikh 饰）和巴比塔（桑亚·玛荷塔 Sanya Malhotra 饰）。让马哈维亚没有想到的是，两个姑娘展现出了杰出的摔跤天赋，让他幡然醒悟，就算是女孩，也能够昂首挺胸的站在比赛场上，为了国家和她们自己赢得荣誉。,https://movie.douban.com/subject/26387939/,40,9.0,1578316人评价,"2017-05-05(中国大陆),2016-12-23(印度)",你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。,摔跤吧！爸爸
126,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.jpg,　　法庭上，十二岁的男孩赞恩向法官状告他的亲生父母，原因是，他们给了他生命。是什么样的经历让一个孩子做出如此不可思议的举动？故事中，赞恩的父母在无力抚养和教育的状况下依然不停生育，作为家中的长子赞恩，弱小的肩膀承担了无数生活的重压。当妹妹被强行卖给商贩为妻时，赞恩愤怒离家，之后遇到一对没有合法身份的母子，相互扶持勉强生活。然而生活并没有眷顾赞恩，重重磨难迫使他做出了令人震惊的举动……,https://movie.douban.com/subject/30170448/,39,9.1,1050565人评价,"2019-04-29(中国大陆),2018-05-17(戛纳电影节),2018-09-20(黎巴嫩)",凝视卑弱生命，用电影改变命运。,何以为家
122,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2118532944.jpg,　　她（李来 饰）是一个美丽平凡的小女孩，和爸爸妈妈生活在位于街角的家中。家里经营着以她的名字素媛命名的杂货店，母亲（严智媛 饰）作为老板娘日夜忙碌不得闲暇，父亲则在工厂干着繁重的工作。在那个飘雨的早上，素媛打着雨伞独自上学。在离学校近在咫尺的地方，她遭遇一个相貌猥琐、酒气冲天的大叔，由此开启了她的悲剧之旅。柔嫩的小花遭到暴风雨无情摧残，受伤的岂止枝枝叶叶，更是那迎着阳光无忧成长的心。无良媒体铺天盖地大肆渲染，作为受害者的素媛一家仿佛成了周身污秽的耻辱之人，被四周诧异好奇的目光所包围。,https://movie.douban.com/subject/21937452/,36,9.3,690856人评价,2013-10-02(韩国),受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。,素媛
119,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2174346180.jpg,　　继母因无力负担生活，将苏菲和她的两个妹妹都送到了制帽店去当学徒。两个妹妹很快先后就离开了制帽店去追寻各自的梦想，只有苏菲坚持了下来。一天，小镇旁边来了一座移动堡垒，传说堡垒的主人哈尔专吸取年青姑娘的灵魂，所以小镇的姑娘都不敢靠近。,https://movie.douban.com/subject/1308807/,37,9.1,1032777人评价,"2004-09-05(威尼斯电影节),2004-11-20(日本)",带着心爱的人在天空飞翔。,哈尔的移动城堡
96,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg,　　一个在贫民窟长大的18岁少年因为涉嫌杀害自己的父亲被告上法庭，证人言之凿凿，各方面的证据都对他极为不利。十二个不同职业的人组成了这个案件的陪审团，他们要在休息室达成一致的意见，裁定少年是否有罪，如果罪名成立，少年将会被判处死刑。,https://movie.douban.com/subject/1293182/,38,9.4,494118人评价,1957-04-10(美国),1957年的理想主义。 ,十二怒汉
238,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.jpg,　　美国南北战争前夕，南方农场塔拉庄园的千金斯嘉丽（费雯·丽 Vivien Leigh 饰）爱上了另一个农场主的儿子艾希礼（莱斯利·霍华德 Leslie Howard 饰），遭到了拒绝，为了报复，她嫁给了自己不爱的男人，艾希礼妻子梅兰妮（奥利维娅·德哈维兰 Olivia de Havilland 饰）的弟弟查尔斯。,https://movie.douban.com/subject/1300267/,34,9.3,695723人评价,"1939-12-15(亚特兰大首映),1940-01-17(美国)",Tomorrow is another day.,乱世佳人
96,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896589700.jpg,　　小男孩卡尔（Carl Fredricksen）怀揣着对于冒险的热爱偶遇假小子艾丽（Ellie），而艾丽把整个屋子当成一艘大飞船游戏居然使他对这个女孩子有些着迷，相同的爱好最终使两个人成为了一生的爱侣。,https://movie.douban.com/subject/2129039/,35,9.1,1333818人评价,"2009-08-04(中国大陆),2009-05-13(戛纳电影节),2009-05-29(美国)",最后那些最无聊的事情，才是最值得怀念的。 ,飞屋环游记
105,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2896589968.jpg,　　热爱音乐的米格尔（安东尼·冈萨雷兹 Anthony Gonzalez 配音）不幸地出生在一个视音乐为洪水猛兽的大家庭之中，一家人只盼着米格尔快快长大，好继承家里传承了数代的制鞋产业。一年一度的亡灵节即将来临，每逢这一天，去世的亲人们的魂魄便可凭借着摆在祭坛上的照片返回现世和生者团圆。,https://movie.douban.com/subject/20495023/,27,9.1,1694345人评价,"2017-11-24(中国大陆),2020-07-20(中国大陆重映),2017-11-22(美国)",死亡不是真的逝去，遗忘才是永恒的消亡。,寻梦环游记
86,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540924496.jpg,　　小月的母亲生病住院了，父亲带着她与四岁的妹妹小梅到乡间的居住。她们对那里的环境都感到十分新奇，也发现了很多有趣的事情。她们遇到了很多小精灵，她们来到属于她们的环境中，看到了她们世界中很多的奇怪事物，更与一只大大胖胖的龙猫成为了朋友。龙猫与小精灵们利用他们的神奇力量，为小月与妹妹带来了很多神奇的景观，令她们大开眼界。,https://movie.douban.com/subject/1291560/,26,9.2,1274260人评价,"2018-12-14(中国大陆),1988-04-16(日本)",人人心中都有个龙猫，童年就永远不会消失。,龙猫
117,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561305376.jpg,　　普通中年男子程勇（徐峥 饰）经营着一家保健品店，失意又失婚。不速之客吕受益（王传君 饰）的到来，让他开辟了一条去印度买药做“代购”的新事业，虽然困难重重，但他在这条“买药之路”上发现了商机，一发不可收拾地做起了治疗慢粒白血病的印度仿制药独家代理商。赚钱的同时，他也认识了几个病患及家属，为救女儿被迫做舞女的思慧（谭卓 饰）、说一口流利“神父腔”英语的刘牧师（杨新鸣 饰），以及脾气暴烈的“黄毛”（章宇 饰），几个人合伙做起了生意，利润倍增的同时也危机四伏。程勇昔日的小舅子曹警官（周一围 饰）奉命调查仿制药的源头，假药贩子张长林（王砚辉 饰）和瑞士正牌医药代表（李乃文 饰）也对其虎视眈眈，生意逐渐变成了一场关于救赎的拉锯战。,https://movie.douban.com/subject/26752088/,33,9.0,2118398人评价,"2018-07-05(中国大陆),2018-06-30(大规模点映)",对我们国家而言，这样的电影多一部是一部。,我不是药神
