id,rpid,mid,bv,aid,level,nickname,avatar,comment_time,content,content_len,senti_socre,senti_label
76,2058022012,8643714,BV1WE411y7Uk,73190712,元缘翡翠,6,https://i0.hdslb.com/bfs/face/69899f3779d8da80b486c7d6d0e5e2ec048487c6.jpg,2019-10-26 17:08:33,惠州打卡！！[爱心],10,0.807542006213966,正
77,2057530360,334637192,BV1WE411y7Uk,73190712,禾勺人氺口丁女少,5,https://i2.hdslb.com/bfs/face/3a6868f4f8f7c550695eb8d9b9db7ff43929a8c2.jpg,2019-10-26 13:16:30,肇庆嘟嘟嘟！！,7,0.9303656041435527,正
78,2056778221,25364416,BV1WE411y7Uk,73190712,宠医小范,6,https://i1.hdslb.com/bfs/face/90c6a07b21a931998e15bd774f8b21947edb9d9e.jpg,2019-10-26 01:48:57,云浮为各位打call,10,0.9318701542995115,正
79,2056131171,8402677,BV1WE411y7Uk,73190712,阿汤soup,6,http://i1.hdslb.com/bfs/face/b9e7c8ca4c35dd28c4b5b565e94bbd29ded5d66f.jpg,2019-10-25 21:46:50,香港打卡！！！,7,0.4803757623885684,负
80,2055757193,12208910,BV1WE411y7Uk,73190712,GAS天下行走,6,http://i0.hdslb.com/bfs/face/35e2bdd80443245e229dc6b6126d9f5da6bd32c5.jpg,2019-10-25 19:24:23,东莞仔报道,5,0.9369478678867806,正
81,2056858951,240541171,BV1WE411y7Uk,73190712,艾薇霉大法好,6,http://i1.hdslb.com/bfs/face/4dca39777df638e3890f2566bbe33cf1fa87f8ba.jpg,2019-10-26 02:38:30,有点难过，虽然潮汕不是同种语系，但我们也是广东人呀，希望能有更全面的呀,35,0.7050980154411622,正
82,4756892332,343909729,BV1WE411y7Uk,73190712,松高自有白鹤眠,5,https://i1.hdslb.com/bfs/face/7a11a1b3b0b98e258d4197cca615a299ef93bf0c.jpg,2021-06-19 22:09:20,有中山呜呜呜中山人疯狂哭泣[大哭][大哭][大哭][大哭],29,0.9987495851832443,正
83,3404885276,32398117,BV1WE411y7Uk,73190712,冇嘢冇嘢,5,http://i1.hdslb.com/bfs/face/31984fcb8998ef6c808693dd445999bc545ad6b9.jpg,2020-08-25 02:51:36,emmm，粤北山区还比较穷，求大湾区的各位大佬带飞[呲牙][呲牙],33,0.8508423558095192,正
84,2191531498,3304883,BV1WE411y7Uk,73190712,天羽まどか,6,https://i2.hdslb.com/bfs/face/0254e1f1e3ba3a14368711fabdf4ad7567230def.jpg,2019-12-20 13:27:26,澳門回歸20週年了！,10,0.05217992607342936,负
85,2072118071,540937,BV1WE411y7Uk,73190712,_梧桐桐_,6,http://i1.hdslb.com/bfs/face/5863ba3043d9f045d56395558a95e0aa78c0865f.jpg,2019-11-01 18:24:47,评论阴阳怪气含沙射影的，我看到有广东相关的作品都觉得挺开心的，有些人在阴阳怪气啥呀，自我排斥.....[呆],54,0.9989601013434996,正
86,2061338971,6508405,BV1WE411y7Uk,73190712,无硬币论者,6,https://i1.hdslb.com/bfs/face/bb42a652502872717dc2c9b433df4d04879263e4.jpg,2019-10-27 20:13:10,我就知道没有云浮,8,0.9681377621630899,正
87,2059348650,7191314,BV1WE411y7Uk,73190712,Noade,6,http://i2.hdslb.com/bfs/face/e7e11397354dcdde456fa37b3c680a922b98cfef.jpg,2019-10-27 00:57:03,"新会：陈皮是新会的
江门：新会是江门的，四舍五入就是江门的[doge]",35,0.9876169898963787,正
88,2058804345,11509230,BV1WE411y7Uk,73190712,吣丶,5,http://i0.hdslb.com/bfs/face/ff0f058d2c5857aa7e76900669887b449a2cb91c.jpg,2019-10-26 22:10:57,这些UP我都喜欢  不要问  全要,17,0.2416802144014879,负
89,2058242535,44045217,BV1WE411y7Uk,73190712,蓝锁rocky,4,https://i0.hdslb.com/bfs/face/e89e2210eed98b7a0e12514c26e8b8b6192eb466.jpg,2019-10-26 18:45:31,戏腔+rap那段虽然听不懂但真的好带感啊，复古又摩登,26,0.999147196096344,正
90,2057724152,35790796,BV1WE411y7Uk,73190712,x-back蛋蛋的南乔木,5,http://i1.hdslb.com/bfs/face/f19108eca533d023cf232cf2c44802b85321040a.jpg,2019-10-26 14:38:58,肇庆冲呀～真的感动,9,0.9901978947216149,正
91,2056785725,5424209,BV1WE411y7Uk,73190712,ciadent,5,http://i2.hdslb.com/bfs/face/10e32dc96fee0634a2b474a3bda83e0cae124e78.jpg,2019-10-26 01:50:30,"肇庆人
首歌正啊[喜欢]",12,0.994649054830565,正
92,2056496339,12172244,BV1WE411y7Uk,73190712,闹脾气的小狐狸,6,https://i2.hdslb.com/bfs/face/51f0c51b63f20f43e1f36c8084cb4fa4f4f18aed.jpg,2019-10-25 23:57:00,好正！歌词真系讲到入心入肺，广州朋友好感动咯~,23,0.9986819257415062,正
93,2056338405,11690783,BV1WE411y7Uk,73190712,不是修车工XD,6,https://i2.hdslb.com/bfs/face/1a3cb14753083a9198454cc3b69d8cb17273e325.jpg,2019-10-25 23:03:53,东莞加油！大湾区加油！,11,0.9891344604403851,正
94,2056035148,14941002,BV1WE411y7Uk,73190712,聆三清妙音,5,https://i0.hdslb.com/bfs/face/a084a47a88ac51c9798265b90537b6f8622fa5e8.jpg,2019-10-25 21:08:50,广州我爱你[喜欢],9,0.8332991820084379,正
95,2055828563,7410705,BV1WE411y7Uk,73190712,窄门菌,6,https://i0.hdslb.com/bfs/face/937d3eb6a0ced84ca3089321b0a2ecddfefc34cb.jpg,2019-10-25 19:51:37,"大风起兮云飞扬！
安得猛士兮征四方？
威加海内兮归故乡！",28,0.9885030249251264,正
96,2056020268,7310962,BV1WE411y7Uk,73190712,账号已注销,0,http://i0.hdslb.com/bfs/face/member/noface.jpg,2019-10-25 21:03:45,客家和潮汕：？？？,9,0.44767845850986676,负
97,5146042265,14572212,BV1WE411y7Uk,73190712,公仔箱TVBOX,6,http://i0.hdslb.com/bfs/face/93bcc17bb1f1f4d688eab90a1b89a5977aaddfe8.jpg,2021-08-13 14:39:04,单曲循环这首歌才发现，原来全首歌歌词部分只出现了我们小榄一个地方名，这样好吗？[doge][doge][doge][doge],63,0.6478110501701866,正
98,4921488833,565598461,BV1WE411y7Uk,73190712,洛水河畔一天水相依,5,https://i1.hdslb.com/bfs/face/81c335844138937e8de0c6371c7d71f9a6f7063c.jpg,2021-07-16 16:10:05,广东共青团真是个好up主啊！我一个贵州人看着好酸[洛天依9th_太好听了],37,0.1987671247952748,负
99,4447794013,526122058,BV1WE411y7Uk,73190712,陈常青_,5,https://i1.hdslb.com/bfs/face/f91a17a5df84519a39078a40e1977804cfbc496f.jpg,2021-04-21 23:00:49,笑死，粤东闽语系[脱单doge],16,0.48390658214299254,负
100,3623411125,342758310,BV1WE411y7Uk,73190712,兴兴小小,4,http://i0.hdslb.com/bfs/face/member/noface.jpg,2020-10-21 22:03:37,外地打工，一首歌让我爱上了广东。,16,0.8408107656367083,正
101,3077812020,426673453,BV1WE411y7Uk,73190712,卢梭爱自然,5,https://i1.hdslb.com/bfs/face/4147e811dc0fd684e2ccb2912587d9807e366fed.jpg,2020-06-23 23:12:01,好听诶，虽然是桂A人民，但是粤语好亲切！,20,0.8088367459638814,正
102,3023966937,2358695,BV1WE411y7Uk,73190712,妧歌Carrie,6,http://i2.hdslb.com/bfs/face/d13cc29dcef4e462b511fc0cc167899cc3b24ade.jpg,2020-06-11 21:03:01,广州人火速报道,7,0.3929433432951932,负
103,2858067519,33617539,BV1WE411y7Uk,73190712,Daytonai,5,https://i1.hdslb.com/bfs/face/8c1dbfe897fe87d237dc408832201219933900a1.jpg,2020-05-08 02:08:44,广东人一直都很争气啊[爱心]哪里都有我们的足迹,23,0.9884096235374263,正
104,2779825815,157527482,BV1WE411y7Uk,73190712,念着倒计时,4,http://i2.hdslb.com/bfs/face/36f6c927bd7e128e55d85b0a94732b3dfb3d7b96.jpg,2020-04-24 23:45:54,茂名默默[热词系列_打卡],13,0.8865424380202582,正
105,2398472088,891980,BV1WE411y7Uk,73190712,腚司令,6,http://i2.hdslb.com/bfs/face/5730c5aa3d47a94ce212da6ecde73f6f2d55bc7d.jpg,2020-02-20 03:05:13,韵的粤曲那段很赞啊[支持],13,0.9988052816901204,正
106,2144540676,348978490,BV1WE411y7Uk,73190712,巴嘎法国华人空间,4,http://i1.hdslb.com/bfs/face/7dde2ae25db86e6b52e1abbd5d7f31c2866b2c56.jpg,2019-12-01 09:39:15,最喜欢这类歌曲了，每次看到这种都想趴到地上去狠狠亲吻我的祖国母亲,32,0.9925297073805338,正
107,2109668974,11387744,BV1WE411y7Uk,73190712,风入松响,5,https://i2.hdslb.com/bfs/face/87c915716298396f18ceb15692626a1a6038c648.jpg,2019-11-16 18:45:40,不是广东人，但是太喜欢广东了[大哭][大哭][大哭],26,0.8289019359507739,正
108,2108885788,87706238,BV1WE411y7Uk,73190712,朵朵团,6,https://i2.hdslb.com/bfs/face/44779129825076cc586d37a049619c39ad8cb2e0.jpg,2019-11-16 12:47:17,福建人默默点赞，羡慕[酸了],14,0.9999156709345158,正
109,2098433631,304177721,BV1WE411y7Uk,73190712,挥起菜刀OL,6,https://i2.hdslb.com/bfs/face/9822e476e68cd063f98c2691f03fc35c92b7995c.jpg,2019-11-11 20:46:33,现在好听的粤语歌真的太少了,13,0.12936773573187765,负
110,2094457160,160442363,BV1WE411y7Uk,73190712,JLLLLLLLAN,6,https://i2.hdslb.com/bfs/face/cfcae0a7a378e7d4d9b97e75157ee1dab68633a5.jpg,2019-11-10 08:26:50,怎麼說呢，我聽著聽著就眼睛淚汪汪，但是吧……可能是因為湛江那邊不是大灣區那邊所以沒唱到，我超想說作為一個湛江人沒有聽到自己地區的部分還是會有點難過的，反正廣東內外一家親，無緣被唱莫難過，以後還有的是機會（湛江那邊也挺幫的[doge]）,117,1.0500780669886467e-05,负
111,2079374485,190985,BV1WE411y7Uk,73190712,墨中乐,6,https://i2.hdslb.com/bfs/face/ebc78c9067e3f09e62632e6729aa560947f7d41e.jpg,2019-11-04 03:21:27,呜呜呜 我想听902老师的粤西音,16,0.8114083748010865,正
112,2075521765,350710483,BV1WE411y7Uk,73190712,YD-A17,5,https://i1.hdslb.com/bfs/face/d5ccd7a6e3944b565c8c971581b32ba6db66bbcc.jpg,2019-11-02 21:51:09,佛山来打卡！住在祖庙旁边的我很自豪！👏,19,0.9961414610716205,正
113,2062510687,75164590,BV1WE411y7Uk,73190712,汐の痕,6,https://i1.hdslb.com/bfs/face/d793b658a73a1b293eb91410629a423f93e7f1dd.jpg,2019-10-28 10:03:39,"1分47秒那段伴奏是哪首曲子？
我小榄的觉得特别耳熟",26,0.6840794584752136,正
114,2062374722,2831915,BV1WE411y7Uk,73190712,Taksony233,6,https://i2.hdslb.com/bfs/face/6581f7bdd368ed7f1b1c83690da8d7c00e01486e.jpg,2019-10-28 06:41:20,哇！有我们澳门的耶[doge],15,0.21270991843231468,负
115,2059781504,33599674,BV1WE411y7Uk,73190712,六菌花___,6,https://i1.hdslb.com/bfs/face/0d543986f30a2e67c0e71493e3bd3a243e902a7f.jpg,2019-10-27 08:25:52,歌歌同我上去！！粤语爱了[喜欢],16,0.9253374329692118,正
116,2059623594,385113259,BV1WE411y7Uk,73190712,史上最骚直板正胶紫雲,6,https://i1.hdslb.com/bfs/face/1b335086666285a57a98df2ddce1ec9edf970733.jpg,2019-10-27 03:16:43,蜜汁感动，江门人自豪,10,0.9996677054317048,正
117,2058948482,363107189,BV1WE411y7Uk,73190712,莓莓桃桃星冰乐,4,https://i2.hdslb.com/bfs/face/7b16841af7791375692991a1b3cd336c8d3bc6ec.jpg,2019-10-26 22:56:31,深圳打卡,4,0.35651202238684443,负
118,2057030959,8341434,BV1WE411y7Uk,73190712,圣刻,6,https://i0.hdslb.com/bfs/face/06e9db97f1418d7c4adf78abbf8629ac4c63ea09.jpg,2019-10-26 08:20:46,中山人前来报到[笑哭],11,0.9358264316351651,正
119,2056959917,13592917,BV1WE411y7Uk,73190712,靓亮院长,6,https://i1.hdslb.com/bfs/face/0e058c5b5e8402b068a32b8dad48182073c22505.jpg,2019-10-26 05:32:47,来啦来啦。江南妹子来啦[大笑][大笑][大笑],23,0.9760105639433951,正
120,2056622970,32888788,BV1WE411y7Uk,73190712,杯中三分明月落,6,https://i1.hdslb.com/bfs/face/f261895336a073611dbc9711e59d9671ed80de18.jpg,2019-10-26 00:43:23,粤语版果然零舍唔同[喜欢],13,0.7967234058182527,正
121,2056331648,2709160,BV1WE411y7Uk,73190712,Aoki云流,6,https://i1.hdslb.com/bfs/face/574bba45a8f1b71aa71094857d815d632df6707d.jpg,2019-10-25 23:01:06,广州深圳一齐冲啊[小A和小B_应援],18,0.11182678539541302,负
122,2056323719,3914192,BV1WE411y7Uk,73190712,赶着投胎,6,http://i0.hdslb.com/bfs/baselabs/112dc56bd23e294092aafb9e9b5676c7528ac858.jpg,2019-10-25 22:58:42,好听哎！！！果然粤语歌最好听！,15,0.3951534465789356,负
123,2056322029,88238196,BV1WE411y7Uk,73190712,浅陌_OVO,6,https://i0.hdslb.com/bfs/face/ee210e5e3e935f3c9887095640976ad2ee363be0.jpg,2019-10-25 22:57:18,把这个顶上去[画风突变],12,0.3622303341438151,负
124,2056210305,30081499,BV1WE411y7Uk,73190712,PuiyipLam,6,https://i1.hdslb.com/bfs/face/613943a910f63599f81c6c50689bd68525371727.jpg,2019-10-25 22:15:53,全省版的歌曲应该也快了吧，团团加油哟[吃瓜],22,0.9534488718235569,正
125,2055988726,439017373,BV1WE411y7Uk,73190712,是渝言啊,5,https://i1.hdslb.com/bfs/face/048bb511d9045ad8474af1041a85e564e0041066.jpg,2019-10-25 20:53:19,我太爱了啊啊啊啊粤语太🉑了还有那段戏腔鸡皮疙瘩一下子起来了。是广东人的味道。,38,0.8008331733615797,正
126,2055847258,4085626,BV1WE411y7Uk,73190712,心之洛Sir,6,https://i1.hdslb.com/bfs/face/11447b8b95811b784e39603de9126d1e301c325b.jpg,2019-10-25 20:00:27,多谢广东，给我点亮了填粤语歌词呢种技能！,20,0.9799877686279636,正
127,2055812532,46938199,BV1WE411y7Uk,73190712,星海的一条鱼,6,http://i2.hdslb.com/bfs/face/9be8aa9bb5a0441635f7e77d0d5dca568a8fa542.jpg,2019-10-25 19:45:53,网易云[doge][doge],15,0.73230330861258,正
128,2055812252,50119093,BV1WE411y7Uk,73190712,心佩monsoon,6,https://i1.hdslb.com/bfs/face/e4b2d63333e7bfbf9f65278b8ff84aac45262111.jpg,2019-10-25 19:45:37,粤港澳大湾区打call,11,0.6051262418954593,正
129,2055785928,11300821,BV1WE411y7Uk,73190712,幻想第二大师,6,https://i1.hdslb.com/bfs/face/0a4f12f7c1f79b5a8498961db744554e4a296e86.jpg,2019-10-25 19:34:50,我想吃烧鹅了。。[笑哭],12,0.8092381891135624,正
130,2055757558,422278240,BV1WE411y7Uk,73190712,小佰鼠,5,http://i1.hdslb.com/bfs/face/02591ed46700a7bcae13bc288d132e57a49ccdd7.jpg,2019-10-25 19:24:51,来了来了  它真的来了,11,0.8761423299392529,正
131,152030902064,521346360,BV1WE411y7Uk,73190712,n_深蓝,4,https://i0.hdslb.com/bfs/face/96b7d707b69452f5b777e4fc25371dd295320906.jpg,2023-02-12 20:08:54,清远人路过😭,6,0.5304486250310199,正
132,151142084160,208171526,BV1WE411y7Uk,73190712,麋鹿与面包啊,5,https://i2.hdslb.com/bfs/face/693bf6a61b90256705eab8e921255f5865c84e65.jpg,2023-02-06 21:45:25,你好，请问荔枝颂系边个唱嘅，我要关注佢，把声好好听[给心心],30,0.06896078031415875,负
133,103170136032,273135782,BV1WE411y7Uk,73190712,SammyWeui,5,https://i2.hdslb.com/bfs/face/990ab906a8ba7510c4e70128eb0041c5fa089e8a.jpg,2022-02-21 14:18:53,香港（HK）！！！！思鄉：2020到現在已經有兩年沒有回香港了，僅僅一水之隔卻有兩年不得入，向香港的疫情能得到有效的控制，也能早點回到香港見見家人。,74,0.5597010567125724,正
134,96355820736,328799966,BV1WE411y7Uk,73190712,taixuhuanjing,5,https://i2.hdslb.com/bfs/face/a61bea67dbf538a6c40448e3a1f9ba02d89b26dc.jpg,2021-12-25 18:41:35,荔枝颂那几句是谁唱的，好音色[支持],18,0.8872469470093509,正
135,94734308544,17918847,BV1WE411y7Uk,73190712,有妖精于铁道呆站,6,http://i0.hdslb.com/bfs/face/1abae390afd1acce61ae71a2e193e3117f72c069.jpg,2021-12-10 13:50:23,1:50-2:00这段音乐听哭了，直接梦回孩童过年时的感觉！,30,0.9764003935917936,正
136,5548517886,8271592,BV1WE411y7Uk,73190712,deep-dead木俞,6,https://i1.hdslb.com/bfs/face/0902e6708cf336802bb6f07244d8164da054d84a.jpg,2021-10-08 16:12:43,半个广东人来了，爸爸这边祖上罗定人[脱单doge]大学毕业后决定后半辈子在广东了,40,0.9808433937498533,正
137,4509016315,525446620,BV1WE411y7Uk,73190712,除虫大家,4,https://i1.hdslb.com/bfs/face/ceb4a34750dd4375cf74900450bf43c29b066bf6.jpg,2021-05-04 00:32:08,惠州真的不止是客家……惠州本地还是有惠州话而不是客家话的,28,0.5890229853007305,正
138,4331094613,59414779,BV1WE411y7Uk,73190712,黄绿医生-,5,https://i1.hdslb.com/bfs/face/eca4e55fed397c32c50a8d1f186fd3a3c08238c4.jpg,2021-03-29 00:20:55,肇庆很古风，但为什么只有个背影[酸了],19,0.9952006769371498,正
139,3998768825,440822345,BV1WE411y7Uk,73190712,Lu_Vanadium,5,https://i2.hdslb.com/bfs/face/a4e8f588edc044ba82f7a3bb3423454f6631e855.jpg,2021-01-25 08:41:22,请问你们在Youtube有频道吗？如果有的话，请一定告诉我，我想订阅你们:),38,0.35680942293214046,负
140,3772212726,17875928,BV1WE411y7Uk,73190712,-香風智乃-,5,http://i2.hdslb.com/bfs/face/76f44e4e719195dc389e1f2c976f4d471852a1b8.jpg,2020-12-03 07:06:11,"粤X落泪
得唔得唔得返顺德",13,0.9316570879034296,正
141,3249118969,10976338,BV1WE411y7Uk,73190712,我又来哔哩33娘了,6,http://i1.hdslb.com/bfs/face/1aafc408d7ff5853aada353c902fad372a2a68b6.jpg,2020-07-28 18:14:56,[热词系列_知识增加]我想知道C为妹子是哪个似人,24,0.7909572270577223,正
142,3061847450,430646039,BV1WE411y7Uk,73190712,灼若绛河,3,https://i2.hdslb.com/bfs/face/a182e4a0e699359d82e2e75fbd58f6ac7afc3af5.jpg,2020-06-20 13:56:20,好好听啊我的天，还有江门大佬也太帅了点,19,0.87148848158608,正
143,3024237181,12493704,BV1WE411y7Uk,73190712,风流才子猪刚鬣,6,https://i0.hdslb.com/bfs/face/03a66417ec22c8cfdaa54d85e0d2809d6248beef.jpg,2020-06-11 22:02:56,太美了，大赞,6,0.9670321074773065,正
144,3004013954,32229581,BV1WE411y7Uk,73190712,轻绾微尘,5,https://i2.hdslb.com/bfs/face/6049c36e8f3cc74df6f6e72db1d87c483dd204dd.jpg,2020-06-07 02:19:30,食在广州，厨出凤城,9,0.8848271417995635,正
145,2620000494,295332019,BV1WE411y7Uk,73190712,红红火火恍恍惚惚_mx,5,https://i1.hdslb.com/bfs/face/93e1373cf0baf8cab11e696e147032b49d0ed32d.jpg,2020-03-30 12:29:56,东莞居然也能拥有姓名[打call][打call][打call],31,0.44913477043687455,负
146,2560988844,262128594,BV1WE411y7Uk,73190712,阿琛嗷,5,https://i0.hdslb.com/bfs/face/12f8ad2484cfdf99951ca34fc2b2ee1cbeabd768.jpg,2020-03-20 23:54:19,佛山好靓！,5,0.9973321045911316,正
147,2208505470,316939785,BV1WE411y7Uk,73190712,凉空LK,5,https://i0.hdslb.com/bfs/face/8dfa1d7d43e4292dfb16b8a92530539afc5f04e5.jpg,2019-12-27 01:24:28,点解没见到粤知一二来冒个泡@粤知一二,18,0.5917133706613636,正
148,2176535716,121697812,BV1WE411y7Uk,73190712,超神出品,6,http://i0.hdslb.com/bfs/face/4a71b8af484ee19538701651edab572e90d93a42.jpg,2019-12-14 09:47:54,粤港澳自古以来一家人，同声同气，为我们粤港澳的经济一起齐心协力！！！,34,0.9050206376181832,正
149,2168396065,49925054,BV1WE411y7Uk,73190712,人工智能拯救世界,5,https://i2.hdslb.com/bfs/face/1f873dcc5cda3b62afe94196e700a3ae097fafc4.jpg,2019-12-10 19:53:47,大湾区真的很好(✪▽✪)，特别是对年轻人，对我这种刚来的学生～饭菜又好吃。接触的都是潮流，新鲜的，周末 旅游就去港澳一个小时就到了。,66,0.999603038122242,正
150,2113848350,6565259,BV1WE411y7Uk,73190712,小殺Sakilly,6,https://i2.hdslb.com/bfs/face/48947956920270ba2f433d86e8831b8dfd372049.jpg,2019-11-18 06:53:58,广州本土来打卡，希望粤语文化能够传承落去，加油！[支持],28,0.998582886621403,正
151,2113312842,2748119,BV1WE411y7Uk,73190712,Kleimann_中島,6,https://i2.hdslb.com/bfs/face/b86992be84be32b8851add3f60b8866ae73f5a61.jpg,2019-11-17 23:42:49,赞美我大珠三角！不说了，我想家了[委屈],20,0.8061712447946391,正
152,2105261687,32772715,BV1WE411y7Uk,73190712,HarleyMis,6,https://i1.hdslb.com/bfs/face/bd312039b466120a58689026bd961d8e1944b66f.jpg,2019-11-14 21:46:54,珠海人民举举手——我们边上可是有港珠澳大桥啊——！希望香港早日康复，希望我们的国家繁荣昌盛,45,0.9290116314576721,正
153,2092544650,380410342,BV1WE411y7Uk,73190712,坛坛卿卿子,5,https://i1.hdslb.com/bfs/face/819c9c986306d732eabed5848663f4f90aa4e9a5.jpg,2019-11-09 15:47:57,香港_(._.)_,9,0.7979260306446756,正
154,2084095787,92995034,BV1WE411y7Uk,73190712,Yydcthx,5,http://i2.hdslb.com/bfs/face/0f04ec4d86811a8f7ff1cc9ff1b6cb5bae18a494.jpg,2019-11-06 04:03:27,肇庆冲呀！！,6,0.8386707696980322,正
155,2083912309,258800418,BV1WE411y7Uk,73190712,言_E_,4,https://i0.hdslb.com/bfs/face/93ca268b460247c8536047097b8db6971ec1bdd0.jpg,2019-11-06 01:21:51,澳門來了。,5,0.26923398377903074,负
156,2076862858,2045626,BV1WE411y7Uk,73190712,蜜汁叉烧拼手撕鸡饭,6,https://i1.hdslb.com/bfs/face/7b244445272831c5774cdb8cf207dc99a43f96a7.jpg,2019-11-03 11:14:46,你哋把声真系好正囖！,10,0.32445982565203835,负
157,2076421218,14351961,BV1WE411y7Uk,73190712,投掷哥布林,6,http://i0.hdslb.com/bfs/face/member/noface.jpg,2019-11-03 02:58:58,中间那段金蛇狂舞的变奏，是真的好听...,20,0.6007854856518194,正
158,2074364998,111061268,BV1WE411y7Uk,73190712,咪咪茗鸣,5,http://i2.hdslb.com/bfs/face/fa310edef66b0cbf4866b8d0c81ada4ce76bec5a.jpg,2019-11-02 14:11:32,湛江不服(´；ω；`),11,0.13949471482418563,负
159,2067588754,57373498,BV1WE411y7Uk,73190712,sooyaaaJisoo智秀,5,https://i1.hdslb.com/bfs/face/b2c2dc056d8527593d0ee5b3b77611adac6968ab.jpg,2019-10-30 18:29:05,大揭阳,3,0.505746216935643,正
160,2066727383,238685953,BV1WE411y7Uk,73190712,yaosiaaaa,6,https://i1.hdslb.com/bfs/face/ab2f335128001a37cc1986adb56b02847eaa02a5.jpg,2019-10-30 08:48:36,一开始睇都没注意有中山，为中山打call，(=・ω・=),28,0.7645948076699979,正
161,2065326485,16111918,BV1WE411y7Uk,73190712,大棒骨子zzz,5,https://i1.hdslb.com/bfs/face/5633b0dbcb00185ca9c93165089ba2c7e7d1284a.jpg,2019-10-29 17:05:55,中山中山！,5,0.8802307045962738,正
162,2065189164,24408146,BV1WE411y7Uk,73190712,令狐冲不动669,5,http://i2.hdslb.com/bfs/face/9dbc9c3a59f59cb3795e487f6eaef2faa7ee1c6c.jpg,2019-10-29 15:26:14,滴～大湾区卡[蛆音娘_滑稽][蛆音娘_滑稽][蛆音娘_滑稽],30,0.021321264918469085,负
163,2064700595,10087537,BV1WE411y7Uk,73190712,人事部-李豪承,6,https://i1.hdslb.com/bfs/face/54cc3dadfd53946aa0cf1a94897708dec49aebc8.jpg,2019-10-29 10:05:20,滴，羊城通,5,0.7033957833866875,正
164,2064074745,8128919,BV1WE411y7Uk,73190712,锁住星星的窗,6,https://i2.hdslb.com/bfs/face/68ac5b13a1b353a980571a2ac3d903a96e17071b.jpg,2019-10-28 23:32:08,啊啊啊！粤语版太好听了！,12,0.7658009645194676,正
165,2062839372,1928673,BV1WE411y7Uk,73190712,Eython,6,https://i0.hdslb.com/bfs/face/6797178968e69ba8831a24d5f36a1afc3cb6e704.jpg,2019-10-28 13:41:17,南风起，记得关门关窗[喜极而泣],16,0.14267563287515816,负
166,2061821098,290492032,BV1WE411y7Uk,73190712,白羽心理树洞所,5,https://i1.hdslb.com/bfs/face/f29a19fcdff30493e010a9445741ec6cfb465fc6.jpg,2019-10-27 23:22:33,辽宁冲鸭！,5,0.2784174005786142,负
167,2061598359,751483,BV1WE411y7Uk,73190712,无世歌,6,https://i1.hdslb.com/bfs/face/2be972b6d33cf41e80f6252abf5def044540b83f.jpg,2019-10-27 22:01:09,广州人打卡！,6,0.48943980794125064,负
168,2061579515,12412627,BV1WE411y7Uk,73190712,夏日恋冬,6,https://i1.hdslb.com/bfs/face/5993564f54e73c11b2e337c50de1ff027b79048c.jpg,2019-10-27 21:53:21,南欢喜？（粤语不好大家别介意嗷）,16,0.1610448197884784,负
169,2061425676,30590836,BV1WE411y7Uk,73190712,查理114世,6,https://i1.hdslb.com/bfs/face/53327e71cdb41d98bed906139549dca09f99ab9e.jpg,2019-10-27 20:48:38,有没有开平的来报道,9,0.28554585711897307,负
170,2061090243,16561264,BV1WE411y7Uk,73190712,恩曦妹紙萌萌噠,6,http://i1.hdslb.com/bfs/face/fe860c26723cad9a98dbf773bf842a2ffe75af78.jpg,2019-10-27 18:32:45,江門仔來打個卡,7,0.4388681507655158,负
171,2060572401,3583395,BV1WE411y7Uk,73190712,会Trans-Am的夏亚,6,https://i0.hdslb.com/bfs/face/5e194c44aa60a8805bf22ac88fc3363de2d2f28d.jpg,2019-10-27 14:45:35,掂过碌蔗！！！[打call][打call][打call][打call],35,0.32405620432475524,负
172,2060572332,9293530,BV1WE411y7Uk,73190712,XName_,6,https://i1.hdslb.com/bfs/face/61823eb299e7392b95532241c3308c11cba41c5d.jpg,2019-10-27 14:45:32,珠海打卡！,5,0.10115386389087311,负
173,2060551906,282786948,BV1WE411y7Uk,73190712,悠远-alta,6,https://i0.hdslb.com/bfs/face/6435868f21d1f647cdd94feaa7debdc7f6047b16.jpg,2019-10-27 14:38:10,吉林的路过了,6,0.8802746154127877,正
174,2060467547,5823635,BV1WE411y7Uk,73190712,哇呜の猫猫头,6,https://i2.hdslb.com/bfs/face/92fb83ea91076b5fd657fae691e139171a2e41f9.jpg,2019-10-27 14:04:55,神仙阵容[小电视_赞],11,0.991271920909882,正
175,2060450225,23028702,BV1WE411y7Uk,73190712,锦依卫-总指挥使,6,https://i0.hdslb.com/bfs/face/7bb2623628d28e9870bbbc1a9035fb61a1cd9cd0.jpg,2019-10-27 13:56:13,清远打卡,4,0.4737672181921908,负
176,2060279126,13832113,BV1WE411y7Uk,73190712,回眸遥望天下,5,http://i1.hdslb.com/bfs/face/cc6ee28dd8961606dca29d207b7ff5ed8ea1ac7e.jpg,2019-10-27 12:58:12,我发粤语的弹幕不见了，是被屏蔽了吗？[吓][吓],24,0.060206046575306926,负
177,2059102273,22287194,BV1WE411y7Uk,73190712,CChitttop,3,http://i0.hdslb.com/bfs/face/member/noface.jpg,2019-10-26 23:38:34,中山来打卡啦！！！！前两天思修课上介绍广东放了原版mv还在说为什么没有粤语的 结果今天就看到了这个！！！,52,0.03675172159222717,负
